Age,Income,Loan_Amount,Credit_Score,Debt_To_Income,Loan_Term,Eligibility,Employment_Status_Self-Employed,Employment_Status_Unemployed
1.3078400824770489,-1.6108091499945294,-0.3894168951387415,-0.6567018776256246,0.13865911395734096,-1.1770710187605957,2,0,0
0.5144885007499946,-1.406737871846843,0.9867479636768983,-0.7257702282383323,1.4353465886207588,-0.49113219663903646,1,1,0
-0.5962037136678813,0.16789448908294188,0.03563612635649417,-0.09159719079437978,1.4353465886207588,-1.1770710187605957,0,1,0
1.6251807151678705,-0.5703089853697466,-0.8706797975343036,-0.022528840181672078,1.176009093688075,-1.1770710187605957,1,0,0
-1.1515498208768193,-0.18480366036807697,-0.6814893778141509,-1.7241218416401982,0.05221328231311305,-0.49113219663903646,1,1,0
-0.12019276463164877,0.8748036722546083,1.0073869185554605,-1.567148317520408,0.8302257671111638,0.19480662548252292,1,0,0
1.3078400824770489,0.9842916671751406,0.7256339133193321,0.3039760899874916,0.13865911395734096,1.5666842697256418,0,0,0
-0.27886308097705964,0.6053982067592554,-0.21664382589017228,-0.8073964607806232,1.3489007569765308,-0.49113219663903646,1,0,0
0.03847755171376209,-1.0364454386675503,1.042566955280282,1.647669456452896,-0.2935700442637981,0.19480662548252292,2,0,0
-0.9135443463587031,0.98885833635939,0.710545586457353,1.3211645262837324,1.694684083553442,-0.49113219663903646,1,1,0
-0.9135443463587031,0.7276896852209043,-0.2076533720604956,1.0072174780441518,1.5217924202649862,0.19480662548252292,1,0,0
0.11781270988646751,-0.13151651442671244,-0.5232573904118413,-1.3348275018231184,0.9166715987553917,-0.49113219663903646,1,0,0
1.0698346079589327,0.543425984455208,-1.3832920215446511,0.49234431893123987,-0.7257992024849375,0.19480662548252292,0,1,0
1.3871752406497544,1.6506331388204685,1.6128744395193375,1.6037168696993547,-1.2444741923503044,-0.49113219663903646,0,1,0
0.11781270988646751,0.2748610102207598,0.7116400764887919,-0.16066554140708747,1.262454925332303,0.19480662548252292,1,0,1
-1.5482256117403463,-1.5718663882392734,-1.003503980635353,-0.2674075378085448,-1.0715825290618486,-0.49113219663903646,0,1,0
-0.04085760645894334,-0.05979459349616925,1.0710236960976935,-0.3176390655268777,1.262454925332303,1.5666842697256418,1,1,0
-1.6275607699130519,-1.021484694223445,0.5555970691493601,1.5534853419810217,0.05221328231311305,1.5666842697256418,0,0,1
0.11781270988646751,-1.458736264521487,1.6948830140178666,0.2223498574452007,-0.2935700442637981,-1.1770710187605957,0,1,0
1.704515873340576,-1.6975478481199051,-1.154543604973921,-1.435290557259784,1.4353465886207588,0.19480662548252292,1,1,0
0.5938236589227001,1.0424816788051166,0.8762044705015694,-1.0020436306891631,0.3979966088900247,-0.49113219663903646,1,1,0
1.2285049243043435,-0.2845699730374771,1.1226210832940988,-1.403895852435826,0.3115507772457968,0.19480662548252292,2,1,0
-1.6275607699130519,-1.4211102724083153,0.2661826336931596,-1.4666852620837423,0.22510494560156888,1.5666842697256418,0,0,1
-0.12019276463164877,1.0143812543155326,-0.2252433904229065,-1.4101747934006177,-0.38001587590802605,0.19480662548252292,1,1,0
0.8318291334408163,0.14408057002397248,-0.16973711025707658,1.5534853419810217,1.003117430399619,-0.49113219663903646,1,1,0
-0.8342091881859977,-0.489873971701157,0.1656459065195578,-1.1025066861258288,-0.8122450341291652,0.19480662548252292,1,0,1
-0.04085760645894334,0.08322900273446474,-0.2605016050071168,0.7560598394524874,1.608238251909214,-0.49113219663903646,1,0,0
1.704515873340576,-0.8225404127672781,0.30933681207560765,-0.8764648113933309,1.4353465886207588,1.5666842697256418,0,0,1
0.19714786805917295,0.598338080167655,-1.2624290509300413,0.6869914888397798,-0.5529075391964816,1.5666842697256418,0,0,0
0.3558181844045838,-1.6579326933559253,-0.3748758132924818,-1.0459962174427044,0.8302257671111638,1.5666842697256418,1,0,1
1.5458455569951652,1.181274802355863,0.6322113713500832,-1.6362166681331156,0.3115507772457968,-1.1770710187605957,1,0,1
0.4351533425772892,0.1755429595571756,-1.0293026742335556,-0.6001914089425001,-0.46646170755225397,1.5666842697256418,1,1,0
-0.5168685554951759,-1.1902553394131294,0.09935108175811586,1.6225536925937296,1.7811299151976698,0.19480662548252292,1,0,0
